ORF Localization
YLR366W below_threshold
YLR119W below_threshold
YDL217C below_threshold
YER044C below_threshold
YMR180C below_threshold
YHR053C below_threshold
YGL250W below_threshold
YDR117C below_threshold
YNR001W-A below_threshold
YJL135W below_threshold
YHR062C below_threshold
YNL024C below_threshold
YEL008W below_threshold
YLR457C below_threshold
YLR280C below_threshold
YJL116C below_threshold
YOR259C below_threshold
YGR042W below_threshold
YOL099C below_threshold
YEL075C below_threshold
YNR027W below_threshold
YNL335W below_threshold
YMR206W below_threshold
YGR236C below_threshold
YPL185W below_threshold
YGR051C below_threshold
YDR033W below_threshold
YPR002C-A below_threshold
YBR009C below_threshold
YHL037C below_threshold
YPL016W below_threshold
YFR056C below_threshold
YHR044C below_threshold
YDL210W below_threshold
YHR176W below_threshold
YEL039C below_threshold
YBR138C below_threshold
YDR415C below_threshold
YNL004W below_threshold
YFL050C below_threshold
YCL026C-A below_threshold
YLR063W cytosol
YLR172C below_threshold
YPR068C below_threshold
YER149C below_threshold
YLR334C below_threshold
YIL050W below_threshold
YLR123C below_threshold
YDR440W below_threshold
YJL100W below_threshold
YHR130C below_threshold
YBR281C below_threshold
YLR342W below_threshold
YOR062C below_threshold
YLR434C below_threshold
YNL145W below_threshold
YJL013C nucleus:cytosol
YBL016W below_threshold
YPR158W below_threshold
YJL214W below_threshold
YGL149W below_threshold
YPL132W below_threshold
YNL315C punctate
YER106W below_threshold
YLR135W nucleus
YBR076W below_threshold
YFL027C below_threshold
YLL053C below_threshold
YJL166W below_threshold
YBR047W below_threshold
YOR080W below_threshold
YKL056C below_threshold
YDR402C below_threshold
YDL069C below_threshold
YIL165C below_threshold
YGR109C below_threshold
YGL165C below_threshold
YJL057C below_threshold
YJL139C below_threshold
YNL126W below_threshold
YJL206C below_threshold
YDR133C below_threshold
YCL047C below_threshold
YHL049C below_threshold
YPL159C mitochondria
YGR186W below_threshold
YMR156C below_threshold
YOR038C below_threshold
YGR137W below_threshold
YJR040W below_threshold
YOR090C below_threshold
YER143W below_threshold
YER051W below_threshold
YEL076C below_threshold
YGL180W below_threshold
YKL109W below_threshold
YMR085W below_threshold
YLL064C below_threshold
YMR010W below_threshold
YLR411W below_threshold
YLR176C below_threshold
YGL152C below_threshold
YDR016C below_threshold
YKR041W below_threshold
YBR148W below_threshold
YIL059C below_threshold
YGR177C below_threshold
YPR050C below_threshold
YLL046C below_threshold
YBR139W below_threshold
YBR209W below_threshold
YDL032W below_threshold
YCR049C below_threshold
YJL083W below_threshold
YKR084C below_threshold
YDR282C below_threshold
YHR191C below_threshold
YEL029C below_threshold
YLL044W below_threshold
YJL050W below_threshold
YLR320W punctate:bud_neck
YBR013C below_threshold
YOL157C below_threshold
YCR025C below_threshold
YGL262W below_threshold
YER136W below_threshold
YEL003W below_threshold
YOR249C below_threshold
YJL122W below_threshold
YNL255C below_threshold
YLR357W below_threshold
YOR172W below_threshold
YKR091W below_threshold
YOR239W below_threshold
YML011C below_threshold
YJL037W below_threshold
YPR012W below_threshold
YGL142C below_threshold
YOR318C below_threshold
YAL066W below_threshold
YFL021W below_threshold
YGR293C below_threshold
YPL242C bud_neck
YLR046C below_threshold
YFL048C below_threshold
YPR029C below_threshold
YBR010W below_threshold
YPL054W cytosol
YBR213W below_threshold
YOL113W below_threshold
YBR165W below_threshold
YKL161C below_threshold
YPR078C below_threshold
YER076C below_threshold
YCR011C below_threshold
YMR254C below_threshold
YNL204C below_threshold
YOR097C below_threshold
YER082C below_threshold
YPR123C below_threshold
YGL130W below_threshold
YPR148C below_threshold
YDL227C below_threshold
YPL280W below_threshold
YER115C below_threshold
YGR182C below_threshold
YJL150W below_threshold
YGL124C below_threshold
YGR165W below_threshold
YNL285W below_threshold
YDL004W below_threshold
YPL272C below_threshold
YGR265W below_threshold
YJR118C below_threshold
YGR190C below_threshold
YGR069W below_threshold
YOR119C below_threshold
YOR066W below_threshold
YAL051W below_threshold
YDR220C below_threshold
YKL135C below_threshold
YLR252W below_threshold
YKL051W below_threshold
YKR053C below_threshold
YOL131W below_threshold
YMR101C below_threshold
YHL043W below_threshold
YHR022C below_threshold
YOR392W below_threshold
YNL050C below_threshold
YDL243C below_threshold
YJR061W below_threshold
YGL198W below_threshold
YLR169W below_threshold
YMR173W below_threshold
YPR199C below_threshold
YPL103C below_threshold
YBR085W mitochondria
YBR259W below_threshold
YJR156C below_threshold
YLR269C below_threshold
YDR104C below_threshold
YDR094W below_threshold
YDR533C below_threshold
YCL001W-A below_threshold
YOL162W below_threshold
YMR172C-A below_threshold
YLR213C below_threshold
YLR365W below_threshold
YBR295W below_threshold
YCR060W below_threshold
YML047C below_threshold
YHR095W below_threshold
YJL081C below_threshold
YMR119W-A below_threshold
YJR154W below_threshold
YHR006W below_threshold
YOR050C below_threshold
YLR097C below_threshold
YML133C below_threshold
YKL071W below_threshold
YJL020C below_threshold
YJR100C below_threshold
YNL304W cytosol
YJL067W below_threshold
YKL099C below_threshold
YPR062W below_threshold
YOR011W below_threshold
YLR273C below_threshold
YGR025W below_threshold
YJL170C below_threshold
YIL139C below_threshold
YDR109C below_threshold
YJL161W below_threshold
YJL003W below_threshold
YDR136C below_threshold
YLR446W below_threshold
YBR113W below_threshold
YPR137W below_threshold
YGL240W below_threshold
YLL059C below_threshold
YBL108W below_threshold
YCR104W below_threshold
YPR088C below_threshold
YNR042W below_threshold
YLR008C below_threshold
YIR042C below_threshold
YBR034C below_threshold
YDR225W below_threshold
YER066C-A below_threshold
YDL127W below_threshold
YIL056W below_threshold
YGL038C below_threshold
YDR102C below_threshold
YBR184W below_threshold
YOR369C below_threshold
YOL017W nucleus
YKL093W below_threshold
YLR066W below_threshold
YGL214W below_threshold
YBL051C below_threshold
YBR156C below_threshold
YJL065C below_threshold
YPR065W below_threshold
YNL290W below_threshold
YFL061W below_threshold
YJL111W below_threshold
YPR059C below_threshold
YPL088W below_threshold
YBL025W below_threshold
YGL259W below_threshold
YHR212C below_threshold
YCR093W below_threshold
YPR089W below_threshold
YLR295C below_threshold
YDR048C below_threshold
YGL057C mitochondria
YML003W below_threshold
YOL124C below_threshold
YJL152W below_threshold
YDR525W below_threshold
YPL005W below_threshold
YGL199C below_threshold
YDL048C below_threshold
YBL068W below_threshold
YBR282W below_threshold
YFR023W below_threshold
YOR094W below_threshold
YCL073C below_threshold
YMR190C below_threshold
YGR245C below_threshold
YDL237W below_threshold
YAL004W below_threshold
YNL228W below_threshold
YKL222C below_threshold
YEL073C below_threshold
YGL115W cytosol
YGR045C below_threshold
YJR138W below_threshold
YLR012C below_threshold
YFR020W below_threshold
YLR394W below_threshold
YGR160W below_threshold
YFL053W below_threshold
YML122C below_threshold
YDR010C below_threshold
YNL105W below_threshold
YOR366W below_threshold
YNR014W below_threshold
YBR190W below_threshold
YNR041C mitochondria
YOR126C below_threshold
YEL049W below_threshold
YER116C nucleus
YIL025C below_threshold
YLR043C below_threshold
YJL159W below_threshold
YDR232W below_threshold
YOR255W below_threshold
YBR286W below_threshold
YNL035C cytosol
YOR277C below_threshold
YLR149C-A below_threshold
YFR030W below_threshold
YBR297W below_threshold
YOL118C below_threshold
YJR129C below_threshold
YER180C below_threshold
YGR222W below_threshold
YER185W below_threshold
YJL213W below_threshold
YOR263C below_threshold
YCR001W below_threshold
YDR215C below_threshold
YNR023W below_threshold
YBL112C below_threshold
YLR070C below_threshold
YKL166C below_threshold
YEL076C-A below_threshold
YNL008C below_threshold
YOR231W below_threshold
YDR209C below_threshold
YMR034C below_threshold
YGL196W below_threshold
YIR022W below_threshold
YMR052W below_threshold
YGR289C below_threshold
YHR075C below_threshold
YLR217W below_threshold
YLR053C below_threshold
YJL052C-A below_threshold
YOL016C below_threshold
YHR088W below_threshold
YMR247C below_threshold
YBR033W below_threshold
YPL177C below_threshold
YLR098C nucleus
YJL044C below_threshold
YHR068W below_threshold
YAR064W below_threshold
YHL006C below_threshold
YLR287C-A below_threshold
YGL237C below_threshold
YLR057W below_threshold
YJL045W below_threshold
YKL097C below_threshold
YAL010C below_threshold
YBL024W below_threshold
YDR085C below_threshold
YNL333W below_threshold
YPL095C below_threshold
YPL136W below_threshold
YMR114C below_threshold
YHR157W below_threshold
YIL150C below_threshold
YCL036W below_threshold
YHR065C below_threshold
YFR036W below_threshold
YLR465C below_threshold
YCR097W-A below_threshold
YDL013W below_threshold
YPR108W below_threshold
YJL125C below_threshold
YPR103W below_threshold
YML084W below_threshold
YLR421C below_threshold
YPL092W below_threshold
YOR351C below_threshold
YCR010C below_threshold
YJL120W below_threshold
YLR047C below_threshold
YMR147W below_threshold
YIL118W below_threshold
YJL119C below_threshold
YNL069C below_threshold
YGL185C below_threshold
YBL028C below_threshold
YGL138C below_threshold
YLR324W below_threshold
YCR016W below_threshold
YOR129C below_threshold
YMR178W below_threshold
YNL299W below_threshold
YDR053W below_threshold
YLR006C below_threshold
YER037W below_threshold
YDR071C below_threshold
YPR112C below_threshold
YAR047C below_threshold
YFR022W below_threshold
YLR329W below_threshold
YMR252C mitochondria
YPR134W mitochondria
YDR126W below_threshold
YPR081C below_threshold
YFL020C below_threshold
YDR308C below_threshold
YBR125C below_threshold
YIL141W below_threshold
YDL169C below_threshold
YLR165C below_threshold
YKL094W below_threshold
YER189W below_threshold
YDL247W-A below_threshold
YNL319W below_threshold
YOL130W below_threshold
YIL145C below_threshold
YFL013C below_threshold
YPL039W below_threshold
YJR038C below_threshold
YGR287C below_threshold
YBR219C below_threshold
YOR105W below_threshold
YMR210W below_threshold
YDL206W below_threshold
YDR459C below_threshold
YNL282W below_threshold
YLR138W below_threshold
YFR003C below_threshold
YNL141W below_threshold
YKL179C below_threshold
YLR079W below_threshold
YFL063W below_threshold
YDR191W nucleus:cytosol
YER146W below_threshold
YFR019W below_threshold
YNR008W below_threshold
YIR028W below_threshold
YIL122W cytosol
YLR447C below_threshold
YIR029W below_threshold
YML089C below_threshold
YGL251C below_threshold
YER046W below_threshold
YER012W below_threshold
YDL106C below_threshold
YBR174C below_threshold
YJR079W below_threshold
YBL006C below_threshold
YDR388W below_threshold
YLL051C below_threshold
YMR294W-A below_threshold
YJL220W below_threshold
YOL119C below_threshold
YBL065W below_threshold
YLR385C below_threshold
YMR151W below_threshold
YER066W below_threshold
YLR232W below_threshold
YDR132C nucleus
YOL106W below_threshold
YOR396W below_threshold
YFR054C below_threshold
YNL031C cytosol
YDL080C below_threshold
YMR212C below_threshold
YMR191W below_threshold
YPR014C below_threshold
YNL294C below_threshold
YNL043C below_threshold
YDL197C below_threshold
YFL051C below_threshold
YER186C below_threshold
YLR257W cytosol
YBR226C below_threshold
YBL081W below_threshold
YOR111W below_threshold
YBR114W below_threshold
YNL256W below_threshold
YLR274W below_threshold
YGL188C below_threshold
YDR259C below_threshold
YPR092W below_threshold
YCR076C below_threshold
YHR173C below_threshold
YLL054C below_threshold
YIR030C below_threshold
YLR164W below_threshold
YBR178W below_threshold
YDL007W below_threshold
YBR023C below_threshold
YER097W below_threshold
YFL060C below_threshold
YER135C below_threshold
YPR201W below_threshold
YNL316C cytosol
YGL182C below_threshold
YIL120W below_threshold
YJL036W below_threshold
YDR106W below_threshold
YDR018C below_threshold
YOR033C below_threshold
YDR535C below_threshold
YDL108W cytosol
YOR190W below_threshold
YOR344C below_threshold
YJL015C below_threshold
YHR100C below_threshold
YDR404C below_threshold
YFR018C below_threshold
YDR082W below_threshold
YOL007C below_threshold
YJL218W below_threshold
YGR050C below_threshold
YPR179C below_threshold
YNL144C below_threshold
YOL021C below_threshold
YMR234W below_threshold
YDL148C below_threshold
YHL027W below_threshold
YNL054W below_threshold
YDL159W-A below_threshold
YLR271W below_threshold
YDR271C cytosol
YGR185C below_threshold
YDL162C below_threshold
YOL146W below_threshold
YKL013C below_threshold
YML108W below_threshold
YPL044C below_threshold
YKL070W below_threshold
YJR091C below_threshold
YGL158W below_threshold
YNR075W below_threshold
YGR061C below_threshold
YMR031C cytosol
YHL022C below_threshold
YML132W below_threshold
YDR448W below_threshold
YFR012W-A below_threshold
YNL277W below_threshold
YHR208W below_threshold
YGL146C below_threshold
YPR054W below_threshold
YHR005C-A below_threshold
YIL103W below_threshold
YIR024C mitochondria
YGR049W below_threshold
YER036C below_threshold
YJL053W below_threshold
YDR029W below_threshold
YCR075C below_threshold
YIL117C below_threshold
YOR122C below_threshold
YDL064W below_threshold
YGR077C below_threshold
YDL187C below_threshold
YAL034W-A below_threshold
YBL113C cytosol
YBL060W below_threshold
YGR107W below_threshold
YGL235W below_threshold
YBR201W below_threshold
YPR022C below_threshold
YJL118W below_threshold
YDR504C below_threshold
YCR018C below_threshold
YOL023W below_threshold
YML005W below_threshold
YDL109C below_threshold
YOL061W below_threshold
YBR217W below_threshold
YBR168W punctate
YOR124C below_threshold
YLR158C below_threshold
YKL153W below_threshold
YCL045C below_threshold
YBR028C below_threshold
YPR151C below_threshold
YOR313C below_threshold
YJL006C below_threshold
YDL062W below_threshold
YGL248W below_threshold
YJL091C below_threshold
YDR509W below_threshold
YDR249C below_threshold
YDR374C below_threshold
YOR385W below_threshold
YCR031C below_threshold
YGL045W below_threshold
YPR015C below_threshold
YBL096C below_threshold
YCR099C below_threshold
YDL024C below_threshold
YOL073C below_threshold
YDR223W below_threshold
YLR460C below_threshold
YOR387C below_threshold
YHR125W below_threshold
YMR084W below_threshold
YGR028W below_threshold
YBR020W below_threshold
YOL116W below_threshold
YLR151C below_threshold
YBR133C below_threshold
YMR126C below_threshold
YLR314C below_threshold
YMR007W below_threshold
YOR280C below_threshold
YHR113W below_threshold
YLR445W below_threshold
YML103C below_threshold
YDL213C below_threshold
YIL157C below_threshold
YDL215C below_threshold
YOR212W below_threshold
YPR187W below_threshold
YDR211W below_threshold
YNR057C below_threshold
YDR438W below_threshold
YOR137C below_threshold
YPL070W below_threshold
YKL106C-A below_threshold
YJL025W below_threshold
YBR256C below_threshold
YKL131W below_threshold
YGR064W below_threshold
YIL100W below_threshold
YPL109C below_threshold
YNL205C below_threshold
YLL063C below_threshold
YMR316C-A below_threshold
YDR229W below_threshold
YBL008W below_threshold
YLR433C below_threshold
YFL056C below_threshold
YGL033W below_threshold
YLR464W below_threshold
YKL147C below_threshold
YBR090C below_threshold
YPR196W below_threshold
YNL229C below_threshold
YPL113C below_threshold
YGR145W below_threshold
YLR089C below_threshold
YNL104C below_threshold
YNL023C below_threshold
YDR288W below_threshold
YNR074C below_threshold
YKR076W below_threshold
YDR157W below_threshold
YJL107C below_threshold
YOR287C below_threshold
YBR074W below_threshold
YKR098C below_threshold
YNR071C below_threshold
YFL011W below_threshold
YMR033W below_threshold
YMR179W nucleus
YIL176C below_threshold
YPL030W below_threshold
YHR123W below_threshold
YGL104C below_threshold
YOL042W mitochondria
YML050W below_threshold
YLR060W below_threshold
YCR087W below_threshold
YDR431W below_threshold
YJL026W below_threshold
YDR358W below_threshold
YMR054W below_threshold
YAL020C below_threshold
YPR111W below_threshold
YER052C below_threshold
YLR311C below_threshold
YMR310C below_threshold
YBL067C below_threshold
YKL177W below_threshold
YGL218W below_threshold
YDL079C below_threshold
YIL136W below_threshold
YOR298C-A below_threshold
YDR121W below_threshold
YNR059W below_threshold
YNL016W below_threshold
YDL142C below_threshold
YNL080C below_threshold
YPR193C below_threshold
YHL008C below_threshold
YOR211C below_threshold
YNL170W below_threshold
YPR162C below_threshold
YOR005C below_threshold
YJL215C below_threshold
YJR142W below_threshold
YPR157W below_threshold
YKR085C below_threshold
YOR070C below_threshold
YDR352W below_threshold
YGR079W below_threshold
YMR304C-A below_threshold
YER096W below_threshold
YBR290W below_threshold
YKR069W below_threshold
YLR298C below_threshold
YMR004W punctate
YNL174W below_threshold
YJR094C below_threshold
YOL029C below_threshold
YOR227W below_threshold
YEL071W below_threshold
YGR131W below_threshold
YBR202W below_threshold
YDR190C below_threshold
YNL034W below_threshold
YGR143W below_threshold
YBR134W below_threshold
YBR157C below_threshold
YGR067C below_threshold
YGL071W below_threshold
YIL031W below_threshold
YNR062C below_threshold
YKL010C below_threshold
YLR019W below_threshold
YGR005C below_threshold
YPL230W below_threshold
YML009C below_threshold
YLR389C below_threshold
YOL025W below_threshold
YMR154C below_threshold
YDR347W below_threshold
YMR130W below_threshold
YHR116W below_threshold
YDR173C below_threshold
YBR234C below_threshold
YBL071C below_threshold
YIL007C below_threshold
YER041W below_threshold
YGL027C below_threshold
YBR008C below_threshold
YDR087C below_threshold
YKL037W below_threshold
YNL193W below_threshold
YDL137W below_threshold
YDR494W below_threshold
YLR182W below_threshold
YOL063C below_threshold
YJL127W-A below_threshold
YDL220C below_threshold
YIL014W below_threshold
YBL072C below_threshold
YNL291C below_threshold
YCR100C cytosol
YAR031W below_threshold
YCL001W-B below_threshold
YIL163C below_threshold
YPR136C below_threshold
YJL068C below_threshold
YJL165C below_threshold
YPL077C below_threshold
YLR261C below_threshold
YGR295C below_threshold
YPL101W below_threshold
YPL167C below_threshold
YFR032C below_threshold
YGL026C below_threshold
YGR291C below_threshold
YBR267W below_threshold
YMR053C below_threshold
YDL186W below_threshold
YDL154W below_threshold
YGL049C below_threshold
YKR028W below_threshold
YNL157W below_threshold
YDR501W below_threshold
YMR001C below_threshold
YOR141C below_threshold
YER187W below_threshold
YDR245W below_threshold
YLL002W below_threshold
YLR058C below_threshold
YIL060W below_threshold
YOR237W below_threshold
YKR037C below_threshold
YHR067W below_threshold
YPR095C below_threshold
YLR125W below_threshold
YKL082C below_threshold
YFL012W below_threshold
YDL160C below_threshold
YHR171W below_threshold
YOR004W below_threshold
YAR053W below_threshold
YPR144C below_threshold
YDR078C below_threshold
YPL197C below_threshold
YPR115W below_threshold
YHR153C below_threshold
YCR022C below_threshold
YPR156C below_threshold
YLR173W below_threshold
YPL224C below_threshold
YLR461W below_threshold
YLR444C below_threshold
YGR226C below_threshold
YLR441C below_threshold
YDR218C below_threshold
YIR018W below_threshold
YDR365C below_threshold
YBL048W below_threshold
YMR135W-A below_threshold
YIL051C below_threshold
YNL338W below_threshold
YAR002W below_threshold
YER166W below_threshold
YNL226W below_threshold
YOR019W below_threshold
YMR036C below_threshold
YER065C below_threshold
YMR270C below_threshold
YLR448W below_threshold
YDR479C below_threshold
YOR352W below_threshold
YMR118C below_threshold
YDR250C below_threshold
YHR047C below_threshold
YLL030C below_threshold
YLR322W below_threshold
YKR040C below_threshold
YLR197W nucleolus
YMR065W below_threshold
YJR036C below_threshold
YJL210W below_threshold
YLR302C below_threshold
YOL053W below_threshold
YPL105C below_threshold
YER109C below_threshold
YLR155C below_threshold
YDR251W below_threshold
YGR242W below_threshold
YDR403W below_threshold
YNL093W below_threshold
YJL004C below_threshold
YHR105W below_threshold
YJR157W below_threshold
YBR116C below_threshold
YJL115W below_threshold
YBR298C below_threshold
YDR147W below_threshold
YGR201C below_threshold
YKR035C below_threshold
YAL056W below_threshold
YOR068C below_threshold
YPL278C below_threshold
YDL248W below_threshold
YDR428C below_threshold
YLR024C below_threshold
YJL027C below_threshold
YEL028W below_threshold
YOR343C below_threshold
YPL251W below_threshold
YOR355W below_threshold
YIL041W below_threshold
YNR064C below_threshold
YAL013W below_threshold
YLR162W below_threshold
YIL166C below_threshold
YDR475C below_threshold
YOR261C below_threshold
YKR062W below_threshold
YPL173W below_threshold
YDR444W below_threshold
YDL228C below_threshold
YMR122C below_threshold
YER142C below_threshold
YKL108W below_threshold
YHR079C below_threshold
YLR031W below_threshold
YAR020C below_threshold
YPR197C below_threshold
YCR101C below_threshold
YPL268W below_threshold
YLR175W below_threshold
YNL305C below_threshold
YPR159W below_threshold
YOR368W below_threshold
YAL029C below_threshold
YFL068W below_threshold
YOR223W below_threshold
YLL056C below_threshold
YAL065C below_threshold
YPR009W below_threshold
YAR030C below_threshold
YOR113W below_threshold
YGL096W below_threshold
YJL127C below_threshold
YMR138W below_threshold
YIL006W below_threshold
YPL256C below_threshold
YNL124W below_threshold
YLR296W below_threshold
YHR112C below_threshold
YOR292C below_threshold
YPL055C below_threshold
YJL160C below_threshold
YML093W below_threshold
YER010C below_threshold
YPR085C below_threshold
YMR087W below_threshold
YPL258C below_threshold
YNL109W below_threshold
YHR018C below_threshold
YOL092W below_threshold
YOR221C below_threshold
YCL040W below_threshold
YFR012W below_threshold
YPL144W below_threshold
YCR026C below_threshold
YMR264W below_threshold
YOR306C below_threshold
YHR076W cytosol
YKL180W below_threshold
YBR203W below_threshold
YFL062W below_threshold
YDR142C below_threshold
YLR361C below_threshold
YPR139C below_threshold
YNL179C below_threshold
YML066C below_threshold
YPR099C below_threshold
YMR306C-A below_threshold
YBR012C below_threshold
YOR092W below_threshold
YLR319C below_threshold
YHR219W below_threshold
YIL070C below_threshold
YKL208W below_threshold
YIL032C below_threshold
YIR020C below_threshold
YJR122W below_threshold
YFL029C below_threshold
YNL191W below_threshold
YKR066C below_threshold
YKL194C below_threshold
YHR214W-A below_threshold
YOL127W below_threshold
YDR321W below_threshold
YNR063W below_threshold
YAL001C below_threshold
YOR082C below_threshold
YBL089W below_threshold
YLR420W cytosol
YIL058W below_threshold
YOL079W below_threshold
YOL166C below_threshold
YNL208W below_threshold
YHR017W below_threshold
YGR273C below_threshold
YGL205W below_threshold
YAR075W below_threshold
YDR537C below_threshold
YPL134C below_threshold
YGL007W below_threshold
YFL019C below_threshold
YDR359C below_threshold
YEL041W below_threshold
YNR066C below_threshold
YDL009C below_threshold
YLR349W below_threshold
YNL148C below_threshold
YOR072W below_threshold
YNR065C below_threshold
YJR044C below_threshold
YNL095C below_threshold
YKR080W below_threshold
YKL066W below_threshold
YGL010W below_threshold
YHL018W below_threshold
YHR217C below_threshold
YDR369C below_threshold
YOR338W below_threshold
YJL143W below_threshold
YGL243W below_threshold
YKL221W below_threshold
YMR292W below_threshold
YJR002W below_threshold
YOL150C below_threshold
YLR124W below_threshold
YKL088W below_threshold
YGL159W below_threshold
YMR193C-A below_threshold
YDL093W below_threshold
YOL075C below_threshold
YER183C below_threshold
YLR041W below_threshold
YGR084C below_threshold
YHR073W below_threshold
YMR184W below_threshold
YPR084W below_threshold
YCR098C below_threshold
YNR005C below_threshold
YCL033C below_threshold
YCR102C below_threshold
YIL089W below_threshold
YOR059C below_threshold
YOR348C below_threshold
YIL012W below_threshold
YML026C below_threshold
YGR001C below_threshold
YCR088W below_threshold
YGR094W below_threshold
YJR066W below_threshold
YER184C below_threshold
YGR033C below_threshold
YBR225W below_threshold
YBR278W below_threshold
YDR488C below_threshold
YFR026C below_threshold
YOR301W below_threshold
YPL099C below_threshold
YIL172C below_threshold
YPR021C below_threshold
YBR232C below_threshold
YGR059W below_threshold
YKL008C below_threshold
YOR365C below_threshold
YLR102C below_threshold
YOL043C below_threshold
YJR060W below_threshold
YDR095C below_threshold
YDR143C below_threshold
YBL053W below_threshold
YGR225W below_threshold
YOR042W below_threshold
YBL050W below_threshold
YHR209W below_threshold
YLR061W below_threshold
YLR301W below_threshold
YER014W below_threshold
YOR391C below_threshold
YOR183W below_threshold
YNL309W below_threshold
YJL112W below_threshold
YLL003W below_threshold
YCR019W below_threshold
YGL042C below_threshold
YJL028W below_threshold
YKL053W below_threshold
YOR015W below_threshold
YLR159W below_threshold
YLR241W below_threshold
YNL160W below_threshold
YMR173W-A below_threshold
YLR054C below_threshold
YGL023C below_threshold
YGR227W below_threshold
YDR408C below_threshold
YMR018W below_threshold
YFR043C below_threshold
YER190W below_threshold
YLR415C below_threshold
YHL003C below_threshold
YFL002C below_threshold
YDR253C below_threshold
YIL106W below_threshold
YGR150C below_threshold
YPR066W below_threshold
YJL219W below_threshold
YNL310C below_threshold
YNR036C below_threshold
YER119C-A below_threshold
YOL064C below_threshold
YJL211C below_threshold
YKL069W below_threshold
YPL123C below_threshold
YIL018W below_threshold
YOR269W below_threshold
YDR269C below_threshold
YDL125C below_threshold
YDR524C below_threshold
YHR140W below_threshold
YNL012W below_threshold
YKR106W below_threshold
YLR207W below_threshold
YHR218W below_threshold
YHR012W below_threshold
YGR168C below_threshold
YPR053C below_threshold
YLR224W below_threshold
YJR049C below_threshold
YPL004C below_threshold
YDR248C below_threshold
YGL217C below_threshold
YHR152W below_threshold
YKL162C-A below_threshold
YNR054C below_threshold
YOL002C below_threshold
YOL161C below_threshold
YKR039W below_threshold
YPL147W below_threshold
YPL211W below_threshold
YGR290W below_threshold
YPL038W below_threshold
YPL047W below_threshold
YDL023C below_threshold
YOR381W below_threshold
YKL121W below_threshold
YJL132W below_threshold
YER188W below_threshold
YAL015C nucleus
YHR203C below_threshold
YKL034W below_threshold
YNL159C below_threshold
YOL003C below_threshold
YGR039W below_threshold
YJL064W below_threshold
YOR032C below_threshold
YML120C below_threshold
YBR018C below_threshold
YNL178W below_threshold
YPR192W below_threshold
YBR216C below_threshold
YMR082C below_threshold
YLR373C below_threshold
YPL205C below_threshold
YKR004C below_threshold
YKL023W below_threshold
YBR296C below_threshold
YBR021W below_threshold
YPL170W below_threshold
YLR284C below_threshold
YGR029W below_threshold
YDL027C below_threshold
YPR096C below_threshold
YER153C below_threshold
YDR306C below_threshold
YDR088C below_threshold
YPR130C below_threshold
YCR107W below_threshold
YGR021W below_threshold
YKR105C below_threshold
YCR006C below_threshold
YPL033C below_threshold
YNR021W below_threshold
YNL029C below_threshold
YMR095C below_threshold
YNR032C-A below_threshold
YLR317W below_threshold
YEL074W below_threshold
YDR445C below_threshold
YLR021W below_threshold
YDL151C below_threshold
YDL190C below_threshold
YMR289W below_threshold
YDR256C below_threshold
YMR088C below_threshold
YMR086C-A below_threshold
YDL051W below_threshold
YIR016W below_threshold
YBR068C below_threshold
YKL062W below_threshold
YDR273W below_threshold
YDR277C below_threshold
YNR003C below_threshold
YBR065C below_threshold
YGL139W below_threshold
YOL158C below_threshold
YJL105W below_threshold
YMR093W below_threshold
YER139C below_threshold
YBL104C below_threshold
YBL055C below_threshold
YJL093C below_threshold
YMR288W below_threshold
YLR069C below_threshold
YJL041W below_threshold
YFL067W below_threshold
YHR014W below_threshold
YLR004C below_threshold
YLR426W below_threshold
YDR339C below_threshold
YOR123C below_threshold
YOR175C below_threshold
YAL067C below_threshold
YGR221C below_threshold
YKR065C below_threshold
YMR218C below_threshold
YPL074W below_threshold
YLL010C below_threshold
YIL067C below_threshold
YKL117W below_threshold
YOR367W below_threshold
YHL032C below_threshold
YJR114W below_threshold
YGL230C below_threshold
YLR171W below_threshold
YGR053C below_threshold
YKR050W below_threshold
YLR407W below_threshold
YLR344W below_threshold
YDL194W below_threshold
YNL019C below_threshold
YNR026C below_threshold
YOL004W below_threshold
YPR037C below_threshold
YFR049W below_threshold
YPL120W below_threshold
YDL084W below_threshold
YGL015C below_threshold
YHR145C below_threshold
YHR071W below_threshold
YJL141C below_threshold
YKL188C below_threshold
YCR096C below_threshold
YJL198W below_threshold
YHR192W below_threshold
YNL165W below_threshold
YOL104C below_threshold
YOR100C below_threshold
YKL132C below_threshold
YOR151C below_threshold
YFL042C below_threshold
YHL047C below_threshold
YLR297W below_threshold
YKR032W below_threshold
YGL144C below_threshold
YCR028C below_threshold
YDR015C below_threshold
YDL180W below_threshold
YBL057C below_threshold
YNL128W below_threshold
YLR082C below_threshold
YAR029W below_threshold
YCR039C below_threshold
YLR400W below_threshold
YER039C below_threshold
YMR319C below_threshold
YOL122C below_threshold
YPL182C below_threshold
YGL211W below_threshold
YOR012W below_threshold
YGR187C below_threshold
YDR371W below_threshold
YOR044W below_threshold
YHR190W below_threshold
YOR256C below_threshold
YPR194C below_threshold
YDL188C below_threshold
YML077W below_threshold
YBR255W below_threshold
YPR074W-A below_threshold
YDR112W below_threshold
YMR144W below_threshold
YPL146C below_threshold
YMR325W below_threshold
YDR455C below_threshold
YDR193W below_threshold
YPL115C below_threshold
YAL046C below_threshold
YOR013W below_threshold
YNL017C below_threshold
YLR029C below_threshold
