ORF	EL	MM
YLL062C	0.564	0.088
YML026C	82.373	0.849
YHR031C	0.334	0.075
YDL089W	0.451	0.078
YHR094C	5.374	0.406
YOL081W	0.19	0.089
YPL149W	0.187	0.068
YER056C-A	95.152	0.782
YGL211W	0.817	0.067
YOL059W	5.697	0.106
YCL044C	1.043	0.078
YHR071W	0.635	0.051
YAR050W	0.001	0.126
YDR493W	1.811	0.046
YDR531W	1.406	0.074
YHR187W	1.099	0.091
YER007W	0.22	0.072
YAL049C	2.983	0.088
YLR300W	16.633	0.116
YAR033W	0.143	0.787
YPR020W	4.152	0.092
YMR125W	2.578	0.082
YOR083W	0.839	0.09
YHR018C	3.275	0.075
YGR168C	0.117	0.087
YIL148W	124.126	0.942
YLL011W	1.888	0.092
YLR104W	1.892	0.098
YDL065C	2.374	0.087
YPR072W	2.958	0.097
YOR175C	2.164	0.088
YLR413W	9.519	0.092
YJR064W	7.783	0.099
YAR042W	0.637	0.089
YCL058C	0.027	0.743
YNL091W	0.665	0.085
YDL069C	0.477	0.084
YAL041W	0.689	0.072
YDR539W	1.026	0.067
YPL093W	4.773	0.082
YGR085C	37.441	0.94
YBR196C	88.128	0.233
YDL058W	0.963	0.102
YML022W	13.798	0.144
YFL051C	0.0	0.059
YDR046C	2.305	0.113
YLR432W	12.383	0.609
YHL021C	1.452	0.081
YDR106W	0.071	0.059
YGL227W	0.294	0.096
YLR227W-B	0.006	0.214
YBL105C	0.595	0.08
YOR293W	138.086	0.83
YJL170C	0.587	0.058
YLR220W	1.879	0.074
YOR304C-A	1.153	0.129
YLR410W	2.825	0.085
YOR264W	2.9	0.08
YLR406C-A	0.006	0.07
YMR205C	28.96	0.157
YBR262C	1.93	0.155
YKR106W	0.003	0.233
YDR402C	0.003	0.064
YDR288W	0.406	0.08
YJL134W	1.34	0.087
YLL041C	1.718	0.061
YDR142C	0.234	0.072
YMR011W	11.017	0.198
YPL064C	0.472	0.092
YER076C	0.261	0.071
YMR122W-A	52.396	0.191
YLR143W	0.617	0.081
YML003W	0.115	0.051
YOR049C	0.145	0.077
YNL233W	0.672	0.084
YPR198W	1.369	0.084
YIL033C	3.611	0.091
YGL221C	4.185	0.076
YGL156W	0.184	0.066
YKL027W	1.101	0.08
YAL026C	0.767	0.073
YAR020C	0.003	0.245
YGR221C	0.085	0.073
YGR027C	196.326	0.803
YGR234W	31.756	0.128
YML131W	1.306	0.071
YML010W	7.073	0.116
YJL069C	1.849	0.09
YHR005C-A	14.862	0.096
YGL244W	3.081	0.1
YLL048C	1.582	0.087
YMR268C	0.329	0.084
YHR060W	1.777	0.088
YJL013C	0.208	0.08
YBR111W-A	1.748	0.09
YNL279W	0.066	0.072
YMR164C	0.302	0.119
YKR060W	1.312	0.081
YGL006W	0.399	0.105
YML100W-A	0.011	0.124
YDR163W	0.984	0.07
YKL012W	0.507	0.081
YER038W-A	0.038	0.193
YEL047C	5.248	0.091
YCR046C	2.768	0.065
YGR090W	1.646	0.08
YBR147W	0.054	0.074
YMR168C	0.201	0.07
YJL178C	3.499	0.084
YOR360C	0.859	0.071
YMR077C	0.489	0.077
YMR048W	0.605	0.081
YKL224C	0.0	0.267
YBR105C	0.613	0.067
YDR067C	0.573	0.065
YLR117C	0.419	0.071
YNL252C	1.419	0.083
YBL022C	2.595	0.085
YPL130W	0.002	0.075
YNL202W	0.247	0.084
YCR017C	1.706	0.079
YOL039W	210.542	0.526
YHR104W	3.831	0.074
YGR048W	1.563	0.095
YOL110W	0.376	0.088
YDL104C	0.142	0.086
YER077C	0.246	0.081
YMR317W	0.14	0.137
YGR184C	0.684	0.083
YCR102C	0.025	0.351
YJR084W	0.436	0.068
YJR159W	0.0	0.312
YGR159C	39.817	0.206
YPL198W	11.362	0.862
YDL080C	0.171	0.064
YGR126W	0.516	0.074
YKL166C	1.047	0.088
YMR305C	11.892	0.149
YHR150W	0.136	0.074
YFL020C	0.076	0.193
YDR052C	0.916	0.094
YLR360W	0.305	0.119
YPL165C	0.006	0.08
YMR262W	0.342	0.063
YOR111W	0.818	0.093
YPR196W	0.052	0.118
YDL005C	0.988	0.09
YKL067W	12.307	0.121
YPR054W	0.001	0.061
YEL073C	0.164	0.056
YMR300C	3.718	0.083
YDR265W	0.272	0.05
YOR128C	3.298	0.078
YLR313C	0.103	0.076
YLR201C	1.478	0.08
YPL089C	0.306	0.096
YBR242W	1.719	0.087
YER128W	0.583	0.076
YMR201C	0.412	0.067
YPL178W	4.863	0.087
YAR023C	0.015	0.076
YOR226C	9.803	0.088
YMR165C	0.453	0.08
YIL136W	0.554	0.068
YER142C	0.438	0.069
YDL132W	1.513	0.084
YBR273C	1.57	0.08
YOR271C	7.406	0.088
YDL033C	0.266	0.053
YLR355C	122.262	0.272
YML062C	0.85	0.062
YMR314W	7.842	0.09
YMR225C	2.52	0.082
YMR182C	0.104	0.039
YMR031C	2.147	0.087
YNL206C	0.96	0.101
YNL326C	0.406	0.087
YDR196C	1.127	0.072
YMR315W	6.093	0.085
YBL046W	0.713	0.084
YML025C	1.336	0.071
YOR339C	0.032	0.07
YMR169C	0.016	0.598
YGR180C	30.725	0.158
YCL029C	0.688	0.101
YIL042C	0.233	0.06
YCL036W	0.361	0.077
YGR274C	0.415	0.082
YEL067C	0.016	0.212
YBR281C	0.719	0.078
YDR172W	13.035	0.116
YMR126C	0.16	0.067
YOR377W	0.671	0.086
YOR356W	1.056	0.074
YDR248C	1.126	0.085
YOR043W	1.073	0.081
YLL019C	0.297	0.068
YGL061C	1.005	0.061
YPR128C	1.305	0.089
YCL033C	2.554	0.082
YGL138C	0.001	0.069
YBR222C	2.769	0.079
YGR056W	0.668	0.081
YLL008W	3.153	0.116
YML104C	0.115	0.082
YOR316C	1.473	0.055
YLR394W	0.012	0.067
YFL027C	0.256	0.091
YDR430C	0.856	0.086
YNL331C	0.017	0.163
YOR036W	0.712	0.079
YDL010W	3.648	0.225
YAL028W	0.065	0.086
YLR070C	0.075	0.078
YNR059W	0.091	0.061
YOR054C	0.698	0.141
YDR273W	0.058	0.104
YBR146W	1.851	0.074
YDR416W	0.329	0.069
YIL125W	2.474	0.078
YFL037W	13.139	0.104
YJL047C	0.237	0.08
YIL036W	1.185	0.074
YCR075C	0.556	0.062
YPL085W	2.063	0.1
YLR212C	0.84	0.058
YMR222C	2.156	0.073
YJR143C	4.617	0.098
YDR204W	0.917	0.079
YPR159W	3.958	0.096
YNL008C	0.465	0.074
YGL147C	112.778	0.848
YDR524W-C	0.003	0.22
YHR138C	1.65	0.056
YGL005C	0.672	0.058
YJR147W	0.361	0.092
YOR177C	0.043	0.092
YGR023W	0.188	0.117
YJR005C-A	0.458	0.068
YNL260C	1.036	0.078
YOR163W	3.548	0.101
YFR031C	0.236	0.083
YER173W	0.183	0.081
YPL108W	0.749	0.061
YGR037C	52.247	0.188
YIL077C	0.356	0.077
YDR321W	10.524	0.091
YKL149C	0.378	0.091
YFR022W	0.05	0.067
YOR386W	0.235	0.105
YDL216C	0.159	0.079
YPL063W	4.595	0.101
YOR330C	0.295	0.078
YLR084C	0.729	0.071
YKL046C	3.054	0.078
YDL095W	9.551	0.093
YML067C	2.156	0.069
YGR093W	0.729	0.074
YDR449C	1.759	0.075
YDR276C	58.046	0.229
YNL181W	1.55	0.074
YPL269W	0.086	0.07
YBR140C	0.239	0.086
YPR154W	3.616	0.103
YDR533C	1.584	0.098
YDL085C-A	5.2	0.21
YKR042W	41.255	0.19
YLR318W	0.033	0.08
YNR006W	1.356	0.08
YCR073C	0.053	0.085
YDL215C	0.531	0.093
YHR042W	5.596	0.097
YEL039C	0.347	0.148
YER035W	2.654	0.094
YDR113C	1.266	0.076
YML032C	0.613	0.071
YNL154C	3.447	0.099
YOL107W	0.779	0.1
YIL002C	0.222	0.084
YMR002W	17.771	0.098
YFL007W	0.81	0.076
YOR387C	0.002	0.098
YLR022C	2.82	0.091
YOL026C	3.4	0.069
YMR153W	2.508	0.103
YJR057W	1.401	0.075
YJR026W	0.0	0.033
YMR036C	0.231	0.07
YMR001C-A	0.094	0.082
YOL127W	261.082	0.362
YIR017C	0.921	0.089
YMR175W	0.055	0.124
YJL047C-A	2.293	0.107
YMR157C	0.993	0.066
YDL208W	17.904	0.145
YDR393W	0.257	0.107
YAL010C	0.265	0.088
YOR141C	1.105	0.078
YGR196C	0.738	0.078
YDL182W	4.879	0.737
YLL009C	5.569	0.124
YLL036C	1.08	0.066
YPL169C	1.843	0.078
YLL014W	5.12	0.094
YIL110W	1.249	0.051
YHR175W-A	0.012	0.107
YNL251C	2.462	0.095
YDR358W	0.715	0.094
YGR225W	0.014	0.071
YPR199C	0.416	0.062
YER159C	5.078	0.077
YNL215W	1.514	0.073
YBR036C	3.555	0.079
YDR183W	0.749	0.08
YDR213W	0.443	0.085
YDR374W-A	1.009	0.076
YGR183C	4.193	0.172
YGR261C	1.248	0.074
YFL002C	0.898	0.078
YER110C	13.327	0.109
YOR316C-A	0.014	0.096
YNL245C	1.169	0.101
YKL163W	0.131	0.396
YIR032C	0.065	0.05
YBL079W	0.779	0.083
YOR390W	0.032	0.782
YDR031W	1.279	0.064
YGL093W	0.473	0.083
YGL032C	5.161	0.101
YER082C	1.842	0.096
YDL018C	1.348	0.077
YHR062C	1.277	0.078
YFL031W	0.706	0.073
YIL157C	4.496	0.078
YJL198W	1.191	0.085
YGR070W	0.033	0.078
YER081W	0.394	0.221
YGL245W	30.563	0.144
YLL061W	0.659	0.067
YDR427W	4.782	0.095
YGL107C	0.633	0.08
YKL028W	1.109	0.114
YEL038W	2.596	0.059
YHR205W	1.663	0.084
YDR140W	1.039	0.108
YHR117W	1.356	0.084
YNL185C	2.638	0.26
YDR351W	0.538	0.081
YPL262W	5.687	0.083
YJL129C	0.195	0.086
YHR132C	3.591	0.06
YER175C	0.549	0.099
YMR010W	0.997	0.083
YER011W	6.633	0.523
YNR034W	1.084	0.078
YLR012C	0.005	0.08
YMR158C-A	0.001	0.44
YGL176C	0.099	0.07
YBR125C	0.697	0.086
YGL215W	1.123	0.074
YLR420W	8.228	0.102
YJL115W	2.039	0.118
YCR059C	1.377	0.069
YHL036W	0.098	0.067
YOR156C	0.265	0.083
YOR116C	1.481	0.09
YPL201C	0.004	0.065
YHL025W	1.017	0.09
YOL082W	0.578	0.062
YGR283C	0.936	0.077
YBL007C	4.052	0.106
YER080W	3.515	0.084
YBR042C	1.026	0.071
YOR306C	0.349	0.066
YDR233C	22.121	0.142
YIL020C	1.902	0.07
YEL043W	0.45	0.095
YDR216W	0.149	0.085
YLR162W	0.026	0.313
YBR071W	2.176	0.067
YDR041W	1.726	0.075
YPR127W	0.778	0.066
YCR075W-A	2.332	0.057
YJR135W-A	7.12	0.123
YFR036W	1.162	0.102
YBR225W	0.239	0.093
YHR057C	2.142	0.06
YOR149C	0.28	0.074
YLR141W	0.205	0.09
YBL090W	1.938	0.076
YMR277W	0.833	0.086
YJL049W	0.405	0.079
YPR141C	0.383	0.075
YLR207W	0.656	0.07
YLR083C	3.624	0.094
YMR162C	0.237	0.086
YJL090C	0.118	0.069
YNL159C	0.752	0.058
YER140W	0.267	0.062
YNL281W	11.835	0.082
YPL225W	15.983	0.156
YCR019W	0.338	0.062
YBR052C	4.855	0.12
YNL225C	0.415	0.073
YLR152C	0.079	0.084
YDR246W	1.125	0.063
YDR465C	2.129	0.085
YDL003W	1.266	0.095
YIR019C	0.002	0.054
YDR182W	1.473	0.081
YKR067W	0.76	0.074
YIL153W	0.743	0.07
YPR178W	0.708	0.066
YNL152W	0.597	0.07
YKL049C	1.336	0.082
YPR085C	0.128	0.068
YNL282W	0.9	0.077
YGL263W	0.046	0.068
YPR158C-C	1.334	0.104
YDL125C	18.337	0.117
YAL063C	0.001	0.141
YLR099W-A	2.624	0.065
YBR092C	6.604	0.501
YIR024C	0.533	0.075
YBR117C	0.008	0.068
YGR060W	23.699	0.11
YKL122C	4.949	0.148
YNL147W	6.798	0.099
YDR453C	0.482	0.084
YPL219W	0.364	0.075
YFR043C	0.495	0.062
YKL142W	8.796	0.092
YKL005C	0.48	0.071
YBR285W	0.083	0.093
YJR130C	0.225	0.067
YJR045C	41.596	0.256
YLL027W	1.502	0.064
YNL313C	1.326	0.08
YCL008C	0.612	0.056
YFR011C	3.529	0.061
YIR002C	0.211	0.095
YBR155W	2.246	0.107
YER139C	0.701	0.062
YLR337C	2.787	0.104
YOR305W	0.362	0.082
YHL029C	0.392	0.074
YPL157W	0.778	0.082
YPR185W	0.31	0.085
YHR127W	1.841	0.098
YBR138C	0.375	0.086
YKL191W	1.75	0.082
YGL184C	0.2	0.06
YOL098C	1.888	0.08
YHR023W	0.501	0.085
YMR039C	2.668	0.101
YER028C	0.301	0.051
YPR171W	0.731	0.083
YER153C	0.213	0.064
YBR188C	1.181	0.098
YOR058C	0.426	0.088
YLR165C	0.122	0.065
YNR031C	0.338	0.084
YIL113W	0.118	0.07
YKR095W-A	3.312	0.057
YDL084W	29.616	0.152
YML109W	0.382	0.085
YLR319C	0.589	0.076
YLR137W	0.282	0.065
YKL087C	1.484	0.085
YGR095C	1.821	0.065
YJR092W	1.318	0.093
YPR066W	0.221	0.064
YLR215C	0.649	0.081
YGR253C	7.992	0.077
YOR283W	3.41	0.106
YGL013C	0.482	0.093
YNL111C	8.385	0.103
YLL010C	1.23	0.099
YDR165W	2.841	0.079
YIL105C	0.802	0.141
YDR120C	2.392	0.078
YMR158W	2.235	0.062
YDR138W	0.51	0.095
YBR059C	1.02	0.077
YPL263C	2.186	0.083
YPR032W	0.512	0.069
YAL034W-A	0.597	0.061
YER075C	0.306	0.089
YML072C	4.257	0.097
YGL150C	0.518	0.087
YOR341W	4.229	0.085
YDR260C	1.058	0.07
YHR046C	1.391	0.073
YDR252W	0.794	0.128
YDR505C	1.005	0.081
YMR014W	1.401	0.104
YJR019C	0.789	0.058
YKL051W	0.496	0.067
YKR072C	1.626	0.115
YFL017C	2.871	0.118
YPL179W	0.906	0.084
YIL150C	0.313	0.074
YNL137C	1.427	0.084
YLR068W	1.721	0.091
YIL102C-A	0.455	0.067
YKR095W	0.798	0.103
YIL127C	2.371	0.111
YML068W	0.109	0.065
YDR034C-D	0.001	0.591
YMR313C	0.482	0.085
YIL122W	0.179	0.082
YKR056W	1.82	0.097
YJL029C	0.537	0.081
YNR034W-A	0.272	0.059
YBR159W	5.28	0.088
YBR221C	16.773	0.091
YOR165W	2.015	0.078
YGR294W	0.0	0.338
YHL015W-A	0.002	0.129
YOL007C	2.006	0.068
YDR182W-A	0.007	0.121
YGR109W-A	0.004	0.373
YFL054C	0.067	0.087
YPR125W	1.771	0.088
YDR135C	1.693	0.09
YLR407W	1.23	0.066
YJR117W	4.709	0.092
YML123C	35.282	0.168
YDL049C	0.088	0.057
YKL211C	3.421	0.07
YNR041C	2.099	0.087
YPL015C	0.802	0.083
YOR136W	20.883	0.089
YHR006W	0.897	0.079
YHR027C	6.731	0.088
YOL024W	0.004	0.067
YBL066C	0.154	0.068
YLR344W	59.258	0.797
YER121W	0.084	0.122
YHR148W	3.033	0.094
YER036C	13.25	0.13
YLR389C	1.142	0.069
YLR261C	4.072	0.961
YNL133C	0.514	0.127
YOL080C	2.388	0.076
YKL213C	1.27	0.072
YDL201W	3.599	0.079
YCR082W	3.8	0.082
YDL036C	0.474	0.087
YNL052W	6.304	0.079
YOR017W	0.211	0.078
YPR193C	0.015	0.07
YAL020C	0.809	0.078
YOR071C	0.347	0.18
YEL017W	1.787	0.076
YPL270W	0.546	0.078
YML091C	0.246	0.084
YKL019W	1.433	0.067
YOL063C	0.19	0.069
YLR401C	1.601	0.078
YPR094W	1.903	0.091
YML028W	164.487	0.297
YDR388W	6.168	0.092
YIL002W-A	5.654	0.079
YBR268W	2.802	0.067
YJL096W	1.871	0.076
YIL163C	0.039	0.088
YLR259C	39.917	0.159
YLR107W	0.467	0.075
YOL072W	0.305	0.069
YER171W	0.572	0.079
YJR048W	6.621	0.174
YGR062C	0.201	0.079
YCR095C	0.498	0.094
YLR247C	0.243	0.073
YDR086C	32.55	0.235
YDR541C	0.213	0.055
YOL142W	2.28	0.06
YGR246C	0.851	0.094
YML124C	4.425	0.128
YKL120W	6.249	0.105
YDR373W	3.132	0.098
YCL025C	0.872	0.107
YHR049W	5.633	0.095
YLR060W	11.594	0.102
YJR072C	3.854	0.106
YFR009W	4.68	0.099
YHR067W	0.863	0.071
YNR038W	1.562	0.071
YAL033W	1.681	0.083
YAL008W	2.026	0.073
YKR024C	0.934	0.074
YIL014W	0.472	0.083
YDR038C	0.041	0.95
YJL217W	7.887	0.145
YIL046W-A	0.007	0.114
YOR269W	0.186	0.066
YPL054W	0.06	0.082
YOL056W	1.124	0.055
YHR059W	1.772	0.091
YOR221C	1.106	0.079
YHL046C	0.01	0.284
YBR246W	0.873	0.082
YDL138W	0.078	0.085
YDR258C	2.012	0.103
YJL212C	1.623	0.086
YDL020C	1.276	0.082
YGR116W	5.062	0.087
YDR365W-B	0.003	0.112
YOR060C	0.163	0.057
YDL179W	0.879	0.102
YDL218W	0.006	0.048
YOR161C	0.985	0.062
YGR256W	0.055	0.115
YHR151C	0.295	0.063
YOR265W	5.871	0.081
YIL106W	1.519	0.077
YDR438W	0.008	0.077
YGR288W	0.113	0.06
YBR143C	12.717	0.118
YER012W	7.753	0.125
YJL136C	128.918	0.77
YOL011W	0.348	0.082
YBR168W	0.201	0.09
YMR034C	0.095	0.069
YOR321W	0.964	0.071
YNL259C	5.641	0.111
YDR263C	0.028	0.068
YPL273W	5.333	0.366
YOR294W	7.404	0.084
YPR183W	16.682	0.104
YGR038W	3.258	0.096
YGR042W	0.294	0.073
YER079W	0.902	0.097
YPR007C	0.002	0.083
YLR091W	0.244	0.09
YJL183W	2.507	0.083
YJL065C	4.28	0.099
YLR233C	0.041	0.071
YJL181W	0.25	0.075
YBL080C	0.186	0.06
YNL163C	0.928	0.077
YKR043C	10.849	0.093
YDL204W	0.075	0.075
YFR005C	0.675	0.088
YPL168W	0.187	0.084
YJR146W	0.072	0.117
YDR508C	7.38	0.109
YOL038C-A	0.17	0.158
YGL020C	2.849	0.103
YDR352W	1.199	0.077
YML009C	5.453	0.102
YDL211C	0.135	0.06
YDR205W	0.426	0.068
YOL152W	0.312	0.084
YFL030W	0.044	0.055
YOR020W-A	1.973	0.084
YKL203C	0.257	0.08
YLR132C	0.251	0.053
YIL079C	1.143	0.086
YPL239W	5.608	0.086
YDR371W	0.427	0.072
YNL126W	0.298	0.083
YGL092W	1.589	0.083
YHR124W	0.022	0.074
YGL258W	0.01	0.079
YDR436W	0.27	0.096
YMR202W	14.043	0.108
YHR050W-A	0.193	0.089
YPR017C	1.279	0.096
YHR165C	0.459	0.086
YJR066W	0.293	0.082
YER152C	1.781	0.066
YLR385C	0.628	0.049
YOL075C	0.141	0.085
YBR186W	0.005	0.076
YLR004C	0.027	0.064
YLR095C	0.687	0.085
YDL073W	0.243	0.082
YOL068C	0.431	0.091
YGL015C	0.005	0.063
YBL034C	0.328	0.09
YJR005W	0.621	0.08
YKR016W	0.989	0.088
YPL018W	0.554	0.083
YOR206W	3.467	0.101
YPL193W	0.545	0.09
YNL169C	1.174	0.073
YIL159W	0.129	0.075
YKR002W	1.057	0.087
YLR151C	0.235	0.079
YNL271C	0.459	0.093
YNL305C	1.533	0.072
YMR186W	94.701	0.736
YHR153C	0.177	0.062
YBL086C	0.478	0.065
YER051W	0.21	0.075
YER059W	0.822	0.064
YLR146C	1.04	0.068
YNL145W	42.503	0.181
YGR260W	5.713	0.084
YMR283C	0.237	0.076
YBR298C	0.005	0.079
YGR153W	0.17	0.088
YBR057C	0.973	0.074
YCR011C	1.645	0.091
YDR495C	0.24	0.101
YER057C	15.475	0.1
YKL065C	4.047	0.078
YML013W	1.328	0.083
YPR156C	1.099	0.635
YPR179C	0.379	0.076
YOL086W-A	1.295	0.027
YPL206C	2.389	0.053
YPR049C	0.188	0.076
YBR122C	2.472	0.096
YOR368W	0.289	0.072
YDR021W	0.619	0.09
YOL064C	3.237	0.08
YIL162W	1.295	0.08
YDR503C	0.72	0.07
YDL186W	0.002	0.086
YGR038C-A	0.006	0.04
YOL066C	0.583	0.076
YDR109C	0.238	0.074
YBL095W	0.712	0.067
YML118W	0.036	0.069
YPR168W	0.909	0.074
YDR384C	6.047	0.099
YOL103W	0.675	0.089
YBL101C	0.37	0.08
YCR021C	0.145	0.084
YLR239C	0.506	0.092
YER123W	0.76	0.073
YMR154C	0.095	0.068
