ORF	EL	MM
YOL131W	0.003	0.061
YHR164C	0.164	0.09
YGR132C	5.083	0.077
YGR245C	2.216	0.088
YNL187W	0.045	0.086
YOR290C	0.68	0.08
YEL019C	0.368	0.062
YGL049C	2.371	0.083
YGL247W	0.359	0.067
YHR194W	0.127	0.068
YDR240C	0.455	0.091
YNL071W	15.631	0.092
YJL173C	6.12	0.084
YIL013C	0.028	0.083
YKR091W	0.365	0.07
YEL021W	0.206	0.08
YGR075C	0.448	0.096
YOL010W	1.664	0.076
YGR193C	3.276	0.094
YDR128W	0.23	0.084
YLR405W	0.637	0.046
YDR272W	3.599	0.089
YNL144C	0.045	0.071
YOR298W	0.005	0.097
YGR281W	0.638	0.084
YDL107W	0.244	0.058
YJR153W	0.013	0.075
YAL003W	219.859	0.363
YDR185C	0.23	0.054
YPL111W	7.316	0.088
YPL228W	1.538	0.077
YIL008W	5.766	0.11
YOR147W	0.262	0.077
YPL164C	0.072	0.071
YKR038C	1.484	0.086
YLL045C	249.163	0.888
YOR227W	0.227	0.084
YFR031C-A	57.94	0.916
YPL036W	0.026	0.316
YBL029C-A	1.182	0.062
YOR261C	7.073	0.103
YDR437W	0.451	0.06
YOL111C	6.235	0.086
YKL171W	0.115	0.074
YAL048C	0.343	0.067
YOR252W	3.225	0.072
YOR107W	0.03	0.066
YPR036W-A	54.11	0.195
YOR034C-A	0.005	0.116
YCL018W	0.026	0.072
YER033C	0.123	0.088
YPR160W	0.532	0.08
YFR044C	13.656	0.109
YLR096W	0.509	0.071
YGL057C	0.462	0.078
YJR120W	0.236	0.069
YPL004C	13.62	0.156
YDL149W	0.129	0.081
YPR191W	3.442	0.079
YBR200W	0.877	0.084
YHR118C	0.549	0.086
YFR003C	2.818	0.101
YMR133W	0.004	0.075
YGL026C	14.59	0.11
YPL133C	0.324	0.058
YOR274W	0.506	0.066
YOR117W	6.78	0.103
YMR218C	0.293	0.076
YGR147C	1.417	0.072
YIL156W-B	5.63	0.154
YHR158C	0.896	0.094
YPL101W	1.549	0.084
YNR050C	6.738	0.077
YDR148C	4.608	0.082
YJL122W	4.904	0.119
YEL037C	9.495	0.08
YHR005C	2.032	0.082
YNR068C	0.002	0.066
YPL279C	0.029	0.78
YNR044W	1.768	0.15
YEL033W	0.489	0.197
YPR035W	34.293	0.143
YFL025C	0.292	0.068
YPL210C	2.619	0.097
YMR020W	0.333	0.068
YKR074W	4.364	0.079
YBL040C	4.155	0.09
YKR048C	10.199	0.113
YMR026C	0.31	0.066
YML107C	0.373	0.073
YNL076W	0.46	0.082
YNR009W	1.243	0.057
YDR211W	2.688	0.08
YLR276C	2.518	0.088
YOR090C	0.837	0.067
YOL001W	0.159	0.057
YNL254C	0.271	0.1
YPR172W	2.905	0.081
YPL216W	0.064	0.081
YDR156W	6.936	0.101
YOR067C	1.282	0.091
YPL244C	0.618	0.075
YLL050C	60.525	0.188
YGL066W	0.74	0.1
YLR459W	1.244	0.067
YBR038W	1.506	0.092
YER132C	0.145	0.092
YLR013W	0.001	0.059
YOR205C	0.165	0.079
YML018C	1.133	0.077
YGL131C	0.09	0.088
YDL127W	0.705	0.078
YCR063W	1.315	0.076
YJR106W	0.16	0.079
YBR201W	0.583	0.074
YBR093C	4.098	0.524
YFR032C-A	258.364	0.477
YGL067W	1.148	0.061
YJR144W	2.651	0.077
YOR324C	0.489	0.077
YGR232W	2.817	0.062
YBR160W	2.267	0.073
YLL025W	0.083	0.322
YAL018C	0.002	0.083
YER060W	0.321	0.118
YPL049C	2.023	0.073
YDR320C	1.039	0.081
YGL229C	0.096	0.08
YDR372C	3.643	0.087
YGR121W-A	0.007	0.043
YJL151C	17.65	0.091
YLL013C	1.101	0.094
YDL106C	0.631	0.08
YPR140W	0.459	0.064
YOL020W	1.133	0.096
YBL008W	0.31	0.08
YGR286C	1.143	0.073
YPR079W	0.695	0.094
YDL048C	0.096	0.082
YHL010C	0.176	0.08
YGL011C	8.658	0.094
YKL182W	17.212	0.129
YBR192W	0.835	0.075
YFL044C	1.489	0.081
YBR239C	0.209	0.07
YML112W	0.751	0.071
YER087W	0.546	0.075
YDR481C	4.424	0.084
YOR106W	0.67	0.068
YDL206W	0.064	0.076
YFR021W	0.705	0.066
YPL029W	0.198	0.066
YML029W	0.593	0.082
YGR008C	3.904	0.064
YOL125W	0.586	0.067
YDR349C	0.793	0.064
YDR026C	0.394	0.082
YKL048C	0.206	0.086
YNL058C	3.432	0.087
YER095W	1.639	0.062
YJL054W	1.083	0.064
YDL087C	0.51	0.045
YLR371W	0.325	0.082
YJL159W	86.608	0.636
YLR270W	2.692	0.09
YDR236C	0.926	0.05
YER158C	0.177	0.071
YFR041C	1.627	0.109
YIL009C-A	0.822	0.073
YJR014W	11.234	0.145
YGL168W	0.002	0.577
YPR027C	0.011	0.074
YER116C	0.474	0.073
YLR241W	0.692	0.07
YML098W	1.153	0.104
YML017W	2.555	0.099
YPL003W	0.242	0.083
YLR216C	28.331	0.129
YLR438W	12.201	0.091
YMR310C	1.122	0.067
YAL022C	1.321	0.068
YDR345C	11.005	0.538
YFL010C	25.435	0.354
YLR404W	0.376	0.074
YJR010C-A	4.336	0.088
YKL078W	0.676	0.083
YPR118W	4.116	0.087
YJL003W	0.994	0.085
YMR216C	1.09	0.08
YKR020W	1.209	0.094
YEL015W	1.758	0.084
YPL067C	1.113	0.073
YPR143W	5.941	0.128
YBR234C	5.048	0.079
YDL203C	0.51	0.08
YLR408C	0.578	0.034
YNL238W	0.856	0.074
YGR276C	1.106	0.079
YJR149W	0.023	0.1
YNL302C	118.186	0.91
YFL008W	0.715	0.088
YKL220C	0.17	0.075
YJL168C	1.114	0.095
YNL314W	0.323	0.066
YDR462W	3.118	0.093
YHR021W-A	0.096	0.171
YOR385W	0.445	0.074
YKL040C	2.926	0.085
YDR359C	0.368	0.065
YBR127C	30.517	0.142
YKR018C	2.298	0.075
YDL177C	0.371	0.089
YBR218C	2.951	0.318
YHR214C-C	0.237	0.071
YOR051C	3.665	0.131
YOL126C	3.583	0.073
YIR021W	0.874	0.1
YGR270W	0.687	0.09
YDL074C	1.375	0.076
YER098W	0.07	0.089
YLR332W	2.222	0.087
YGR020C	16.384	0.118
YPL214C	0.263	0.094
YEL052W	0.83	0.079
YEL023C	0.009	0.075
YER064C	2.681	0.104
YFL024C	0.304	0.111
YKL089W	0.46	0.084
YHR010W	165.326	0.671
YHR152W	2.707	0.099
YDR229W	0.753	0.067
YML012W	10.725	0.103
YNL234W	0.167	0.063
YER120W	27.671	0.13
YHR004C	0.195	0.07
YMR297W	8.847	0.088
YBR255W	0.184	0.076
YOL077W-A	5.905	0.13
YDR210C-C	0.087	0.063
YNL004W	1.832	0.065
YOL073C	0.628	0.059
YPL115C	0.522	0.07
YGR119C	2.448	0.09
YHR070W	2.819	0.077
YIL144W	0.45	0.086
YDL030W	0.454	0.097
YGL021W	0.678	0.085
YKL155C	0.351	0.069
YBL051C	2.636	0.081
YKL080W	10.526	0.112
YOL025W	0.259	0.062
YDR014W-A	0.139	0.122
YGL254W	0.602	0.07
YLR287C-A	91.922	0.879
YPR010C	5.448	0.088
YNL318C	0.003	0.071
YMR097C	0.415	0.051
YDR081C	0.422	0.077
YDL148C	2.376	0.124
YJR104C	101.784	0.231
YOL156W	0.001	0.192
YGL078C	4.477	0.136
YBL020W	0.68	0.081
YBL039C	10.93	0.129
YGL119W	0.617	0.077
YKR034W	0.004	0.073
YJL214W	0.023	0.087
YKR035W-A	7.957	0.082
YOR217W	1.576	0.101
YDR127W	3.936	0.094
YOL148C	0.48	0.095
YEL041W	0.099	0.069
YHR203C	38.258	0.971
YBR062C	1.557	0.065
YGR186W	2.214	0.083
YBL002W	61.25	0.478
YDR524C	0.402	0.077
YBR094W	0.823	0.08
YNL019C	0.001	0.316
YBR282W	2.905	0.051
YNL264C	1.758	0.097
YPR108W-A	0.003	0.139
YNL188W	0.272	0.086
YPL079W	71.293	0.878
YOR012W	0.636	0.075
YGR244C	2.835	0.109
YMR266W	1.893	0.082
YNL213C	0.301	0.08
YLR436C	0.283	0.078
YDL112W	1.099	0.081
YIL075C	4.976	0.082
YJR052W	0.396	0.086
YOR021C	7.714	0.087
YDR334W	0.191	0.088
YPL170W	2.302	0.063
YJL209W	0.132	0.067
YJL193W	0.455	0.083
YCR037C	0.301	0.074
YLR037C	0.043	0.266
YLR335W	3.595	0.095
YIR023W	0.386	0.086
YLR121C	0.491	0.069
YOR001W	1.247	0.07
YLR040C	1.122	0.068
YOR327C	9.044	0.096
YKL038W	0.246	0.079
YGL200C	11.828	0.108
YML099C	0.205	0.07
YGL238W	2.511	0.084
YOL067C	1.188	0.083
YNL186W	1.298	0.111
YLL004W	0.39	0.077
YMR086W	1.01	0.095
YDR110W	0.56	0.09
YDR476C	2.233	0.085
YLR100W	7.776	0.088
YPR119W	1.411	0.082
YDR441C	1.441	0.058
YBR114W	0.182	0.072
YDR030C	0.086	0.094
YPL023C	1.073	0.064
YGL098W	0.761	0.063
YEL020C	0.217	0.077
YEL018W	1.382	0.07
YBL041W	10.464	0.109
YNL044W	11.835	0.078
YNL143C	0.118	0.174
YDL174C	0.894	0.08
YAL013W	1.125	0.062
YJR068W	2.113	0.086
YOR057W	1.262	0.119
YCL040W	5.615	0.138
YDR101C	3.771	0.088
YNL134C	7.202	0.077
YLR130C	0.861	0.067
YPR201W	0.061	0.057
YLR285C-A	0.102	0.182
YCR009C	6.281	0.077
YFL009W	0.907	0.132
YPR021C	0.185	0.09
YJL191W	22.259	0.705
YLR045C	0.833	0.094
YGL003C	0.324	0.081
YNL220W	9.364	0.091
YOL043C	0.102	0.086
YCR072C	2.21	0.082
YHR079C	0.184	0.072
YPL215W	1.289	0.08
YJL213W	0.007	0.067
YKL033W-A	4.672	0.084
YER124C	4.204	0.094
YNR048W	0.366	0.068
YPR009W	0.415	0.067
YLR345W	0.428	0.08
YCR077C	3.201	0.08
YHR163W	4.518	0.082
YGR175C	18.205	0.111
YKL096W-A	245.816	0.532
YHL007C	1.612	0.09
YOR074C	3.973	0.081
YCR087C-A	13.418	0.18
YMR265C	0.259	0.083
YDR027C	0.355	0.068
YGL185C	0.489	0.078
YDL086W	7.383	0.071
YDR077W	53.901	0.499
YER026C	7.193	0.112
YMR179W	0.319	0.082
YER017C	0.713	0.071
YLL034C	1.478	0.097
YMR250W	0.563	0.064
YDR035W	6.556	0.088
YGR173W	4.364	0.117
YIR016W	0.022	0.058
YKR037C	0.627	0.104
YDL121C	4.386	0.116
YOR047C	0.697	0.074
YBR193C	0.999	0.102
YEL004W	0.341	0.077
YHR054C	0.001	0.939
YLR163C	1.964	0.075
YKL105C	0.387	0.091
YOL163W	0.006	0.059
YMR233W	0.698	0.102
YDR410C	1.228	0.068
YDR369C	0.188	0.081
YIL001W	0.271	0.058
YFL050C	0.002	0.096
YMR144W	0.737	0.076
YLR314C	5.268	0.11
YHR201C	2.616	0.099
YMR004W	1.093	0.078
YNL270C	0.012	0.142
YLR010C	0.126	0.049
YER093C	0.159	0.081
YGL169W	0.907	0.09
YDL205C	2.086	0.092
YLR073C	1.168	0.097
YGR103W	6.417	0.138
YJR141W	0.183	0.078
YLR343W	0.003	0.066
YKL178C	0.044	0.074
YMR241W	8.697	0.097
YCR010C	0.02	0.08
YGR199W	0.884	0.074
YFR018C	0.905	0.066
YNR052C	2.071	0.137
YHR058C	0.995	0.068
YDL180W	0.346	0.068
YJR088C	5.48	0.071
YJR073C	3.499	0.086
YMR107W	0.048	0.102
YDR098C-B	0.0	0.079
YGL246C	1.031	0.074
YOR382W	24.575	0.124
YAL016W	5.8	0.097
YHR132W-A	2.823	0.08
YOR374W	2.69	0.082
YGL029W	3.418	0.131
YLR176C	0.263	0.07
YDL153C	3.254	0.112
YJL123C	3.384	0.125
YLR222C	1.802	0.077
YOR155C	0.803	0.073
YJR113C	3.327	0.079
YGR083C	2.793	0.092
YGR136W	9.563	0.101
YMR047C	1.835	0.085
YLR265C	0.303	0.076
YOR384W	0.125	0.061
YLL002W	0.264	0.071
YLR382C	0.226	0.083
YKL198C	0.32	0.08
YOL137W	0.749	0.078
YCL005W	0.498	0.066
YDL017W	0.392	0.069
YER144C	0.205	0.066
YPR189W	1.156	0.077
YLR238W	0.31	0.072
YOR201C	0.841	0.066
YKR015C	0.001	0.097
YDL176W	0.16	0.083
YLR410W-B	0.0	0.59
YGR030C	1.271	0.076
YDR018C	0.016	0.07
YJL062W	1.016	0.07
YNL077W	0.392	0.072
YGR185C	14.972	0.113
YGR206W	1.2	0.052
YMR271C	0.082	0.052
YKR076W	0.28	0.084
YDR329C	0.733	0.067
YFR033C	2.235	0.15
YMR281W	0.77	0.06
YGR172C	4.026	0.072
YKL015W	0.194	0.072
YDL157C	6.341	0.111
YEL077C	0.0	0.109
YGL056C	1.53	0.085
YNR051C	1.895	0.103
YDR057W	0.544	0.081
YKL007W	4.156	0.077
YML007W	1.423	0.068
YPL132W	0.457	0.07
YEL040W	11.262	0.124
YHR191C	1.228	0.066
YBR058C-A	7.809	0.093
YDR071C	10.496	0.104
YGL222C	2.083	0.103
YOR209C	5.338	0.095
YMR140W	0.591	0.079
YCL057W	3.141	0.087
YGR223C	0.341	0.072
YGL205W	0.008	0.078
YNL092W	0.091	0.057
YLR298C	0.985	0.101
YNL301C	15.615	0.85
YBR252W	7.993	0.073
YLR211C	0.262	0.078
YPL026C	0.413	0.087
YJR083C	0.737	0.085
YIL112W	0.538	0.102
YNL284C-B	0.079	0.46
YPL082C	0.53	0.076
YGR205W	1.42	0.08
YGR282C	41.448	0.134
YOR166C	0.331	0.07
YDR118W	0.232	0.075
YER053C-A	0.564	0.079
YOR006C	1.382	0.092
YBR098W	0.203	0.071
YOL164W	0.041	0.075
YJL014W	7.533	0.103
YOR365C	0.017	0.078
YER177W	55.613	0.278
YDR312W	0.76	0.527
YOR084W	0.01	0.079
YGL031C	114.754	0.829
YHR022C	0.037	0.12
YBR187W	4.798	0.09
YPR159C-A	0.003	0.179
YOL048C	0.24	0.084
YDR078C	0.162	0.1
YKL018W	1.182	0.084
YER052C	4.449	0.085
YDR350C	0.119	0.063
YFL041W-A	0.007	0.049
YDR167W	2.614	0.079
YOR343W-B	0.002	0.664
YPL183W-A	3.483	0.122
YML077W	1.568	0.051
YNL332W	0.004	0.455
YDL022W	15.038	0.123
YPL241C	0.569	0.055
YGL158W	0.003	0.074
YER001W	1.719	0.077
YNR037C	3.343	0.093
YJL136W-A	0.002	0.046
YHR003C	1.154	0.068
YGL242C	4.975	0.091
YJR119C	0.119	0.069
YOR070C	0.442	0.075
YML041C	0.689	0.072
YJL073W	0.502	0.085
YOR112W	0.781	0.083
YLR023C	0.547	0.073
YMR188C	1.564	0.105
YDR286C	1.02	0.1
YOL029C	0.011	0.053
YGR027W-B	0.0	0.197
YLR312W-A	1.261	0.062
YLR348C	6.06	0.109
YDR309C	3.184	0.085
YKR079C	0.476	0.082
YKR045C	0.744	0.095
YNL317W	0.564	0.057
YDR518W	2.276	0.079
YGL044C	1.623	0.078
YJL016W	0.243	0.077
YHR022C-A	0.017	0.07
YLR351C	3.484	0.082
YPR018W	0.561	0.112
YHR206W	0.928	0.078
YHR105W	0.43	0.057
YNR003C	2.721	0.075
YBR101C	4.494	0.082
YPL138C	0.468	0.08
YMR219W	0.608	0.087
YPL180W	0.577	0.071
YKL092C	0.307	0.079
YPR040W	0.863	0.073
YPL162C	0.621	0.068
YER020W	0.858	0.074
YGR089W	0.332	0.093
YLR204W	2.341	0.121
YDR237W	1.305	0.083
YDR522C	0.003	0.079
YDR316W-A	0.0	0.0
YPL272C	0.088	0.088
YMR062C	2.007	0.072
YNL182C	1.339	0.089
YJR001W	1.838	0.067
YIL038C	1.931	0.085
YDR494W	0.931	0.082
YKL029C	7.292	0.087
YHR026W	12.651	0.107
YLR278C	0.269	0.092
YNR019W	1.764	0.087
YIL104C	0.828	0.076
YLR419W	0.502	0.094
YPL096C-A	1.091	0.03
YMR074C	7.609	0.09
YGR197C	0.579	0.098
YDR415C	0.947	0.083
YOR035C	0.482	0.085
YDL035C	0.469	0.096
YLR350W	4.165	0.093
YGR050C	0.224	0.036
YHR017W	0.54	0.077
YDR235W	0.398	0.091
YFR055W	4.125	0.067
YIL078W	26.173	0.135
YPL152W-A	0.1	0.139
YBL055C	0.762	0.067
YMR223W	0.576	0.075
YDR257C	0.839	0.074
YER044C-A	0.007	0.073
YMR286W	2.92	0.083
YJL155C	0.41	0.088
YOR234C	69.469	0.651
YOR243C	2.875	0.082
YJL103C	0.031	0.067
YCR094W	1.295	0.074
YDL103C	3.494	0.073
YPL116W	0.537	0.079
YGL210W	1.601	0.095
YGL114W	0.486	0.082
YNR053C	3.79	0.097
YDR249C	0.14	0.067
YMR091C	3.113	0.091
YDR177W	7.381	0.09
YLR352W	0.231	0.071
YHR080C	0.06	0.084
YLR018C	1.492	0.069
YJR067C	1.268	0.067
YIL133C	83.408	0.467
YGR254W	23.339	0.923
YPL221W	0.922	0.07
YAL023C	6.785	0.093
YMR276W	14.327	0.093
YIR009W	1.119	0.074
YBR181C	13.798	0.993
YJR024C	2.449	0.072
YJL071W	0.216	0.078
YGL065C	1.213	0.096
YJR111C	0.703	0.067
YBR253W	1.396	0.075
YKR011C	1.428	0.087
YHL018W	0.445	0.072
YGR109W-B	0.002	0.257
YMR206W	0.009	0.068
YDL238C	0.115	0.079
YNR060W	0.181	0.085
YAR010C	0.0	0.071
YBR084C-A	88.271	0.833
YDR200C	0.408	0.085
YOR062C	0.197	0.06
YCL005W-A	38.08	0.1
YAL044C	17.876	0.115
YDR378C	7.899	0.062
YJL177W	71.05	0.745
YPR107C	1.201	0.072
YKR086W	0.228	0.064
YER180C	0.013	0.052
YMR256C	8.383	0.085
YJR040W	0.761	0.084
YER096W	0.05	0.091
YDR007W	2.62	0.073
YPL118W	1.732	0.084
YDR070C	0.166	0.061
YOR224C	13.034	0.073
YKL138C	2.473	0.092
YDL220C	0.156	0.076
YBR169C	0.885	0.081
YLR466W	0.0	0.16
YNL230C	0.139	0.067
YLR323C	0.618	0.08
YJL052W	7.76	0.776
YLL060C	0.075	0.073
YPR158W	0.888	0.061
YDR459C	0.131	0.055
YPR034W	1.583	0.066
YJR142W	1.461	0.078
YPL066W	0.242	0.072
YOR089C	3.781	0.08
YGR149W	0.357	0.065
YER066W	0.003	0.321
YAL019W	1.082	0.098
YBR083W	1.307	0.091
YEL051W	13.583	0.104
YLR099C	0.519	0.063
YJL078C	2.59	0.071
YLR342W	8.538	0.166
YNL094W	0.231	0.073
YOR046C	8.027	0.102
YMR246W	9.044	0.124
YIL138C	8.594	0.144
YOR151C	2.914	0.077
YDR011W	2.247	0.089
YDR322W	1.188	0.054
YGL122C	4.125	0.146
YPL232W	3.641	0.116
YIL135C	1.285	0.069
YOR355W	2.161	0.095
YOL052C-A	1.269	0.219
YNL107W	0.925	0.082
YDR450W	99.843	0.847
YCR107W	0.0	0.152
YKR026C	2.854	0.079
YMR030W	0.221	0.077
YNL095C	0.36	0.086
YPR030W	0.013	0.075
YLR131C	0.533	0.08
YDL006W	0.955	0.065
YGR262C	1.547	0.077
YFL017W-A	4.449	0.093
YMR240C	0.518	0.073
YIL043C	10.411	0.079
YDR367W	1.825	0.072
YMR018W	0.001	0.071
YPR010C-A	3.935	0.095
YDR316W-B	0.0	0.075
YOR268C	0.004	0.097
YMR093W	1.879	0.084
YIL152W	0.214	0.119
YHR102W	0.388	0.068
YKL125W	0.937	0.096
YMR001C	0.975	0.08
YDR161W	3.177	0.096
YGL258W-A	0.005	0.041
YMR142C	148.57	0.848
YER007C-A	8.424	0.124
YDR170C	2.68	0.103
YKL017C	0.241	0.083
YGL035C	1.481	0.087
YGR031W	1.46	0.479
YDR303C	0.945	0.08
YOR363C	0.12	0.07
YKR055W	0.684	0.061
YDL015C	8.829	0.102
YGR036C	0.815	0.078
YKL208W	0.425	0.065
YDR210C-D	0.022	0.166
YGR195W	2.48	0.055
YHL008C	0.303	0.09
YDR379C-A	0.556	0.114
YOL095C	0.143	0.062
YNL079C	27.511	0.193
YDL057W	0.324	0.061
YDR037W	27.781	0.167
YKL148C	0.875	0.08
YPL202C	0.888	0.081
YDL027C	0.462	0.102
YDR444W	0.205	0.083
YMR134W	1.107	0.084
YMR129W	0.983	0.077
YOR267C	0.956	0.08
YPR104C	0.469	0.076
YIR020C	0.0	0.09
YMR252C	0.272	0.035
YOL012C	7.639	0.101
YER042W	4.815	0.068
YLR142W	0.153	0.059
YLR359W	10.274	0.114
YER186C	0.022	0.067
YPL196W	0.788	0.078
YPL147W	0.038	0.078
YLR194C	2.393	0.089
YDR429C	19.413	0.13
YJR077C	11.348	0.111
YKR094C	87.034	0.943
YBR080C	3.183	0.103
YOL070C	2.288	0.095
YGR019W	1.479	0.063
YEL042W	5.083	0.08
YNL280C	2.757	0.106
YER182W	0.792	0.081
YGR047C	0.438	0.092
YER133W	10.251	0.147
YDR447C	81.914	0.961
YOR168W	12.432	0.107
YKR098C	0.069	0.074
YMR220W	1.889	0.092
YOL132W	0.009	0.065
YGR237C	0.454	0.107
YKL002W	1.995	0.087
YOL124C	1.529	0.078
YLR136C	2.472	0.073
YMR098C	0.286	0.073
YGR041W	0.528	0.078
YER129W	0.245	0.075
YOR302W	3.787	0.033
YMR213W	0.394	0.078
YIL130W	0.602	0.099
YDR214W	7.481	0.089
YHL043W	0.003	0.065
YLR135W	0.15	0.08
YER043C	50.477	0.185
YDR028C	1.565	0.077
YOL113W	0.068	0.076
YJR032W	1.885	0.096
YNR075W	0.256	0.093
YCR016W	2.554	0.147
YKR049C	1.057	0.074
YKL128C	3.126	0.07
YPR163C	24.589	0.347
YKR097W	0.027	0.083
YNL069C	182.799	0.536
YBR050C	0.064	0.095
YMR108W	13.183	0.094
YPR052C	42.856	0.145
YJL153C	0.243	0.054
YML058W	38.272	0.148
YDL102W	0.93	0.075
YJR070C	24.69	0.119
YJR031C	0.536	0.09
YLR440C	0.766	0.071
YBL075C	0.028	0.154
YBL045C	3.984	0.097
YNR010W	1.157	0.081
YNL075W	3.133	0.083
YER016W	1.37	0.068
YML021C	1.125	0.074
YNL034W	0.004	0.171
YOL027C	2.348	0.098
YKL050C	0.003	0.087
YAR003W	0.441	0.054
YLR310C	0.43	0.081
YCR089W	0.064	0.121
YIL062C	10.214	0.098
YAL014C	0.944	0.052
YDR114C	0.003	0.291
YPL192C	0.029	0.114
YER045C	0.215	0.079
YML073C	117.335	0.762
YOR009W	0.147	0.229
YLR224W	0.295	0.047
YPL091W	6.179	0.091
YKL152C	889.43	0.454
YKL062W	0.688	0.071
YOL002C	1.578	0.064
YKR082W	1.069	0.075
YGL025C	1.217	0.105
YOL009C	0.273	0.074
YBR089C-A	14.461	0.562
YER078W-A	0.002	0.074
YBR254C	1.532	0.091
YAL061W	0.376	0.077
YML053C	1.247	0.131
YOL045W	0.737	0.083
YDL133C-A	133.754	0.996
YLR106C	0.847	0.102
YKL026C	0.051	0.068
YHR007C-A	0.003	0.156
YDR285W	0.045	0.085
YBR048W	81.811	0.912
YMR064W	0.273	0.076
YDR060W	3.057	0.092
YPR057W	0.421	0.071
YBR249C	20.788	0.137
YLR031W	0.007	0.078
YER178W	26.15	0.126
YKL006W	68.864	0.913
YLR386W	0.753	0.072
YJL025W	0.116	0.067
YOL162W	0.001	0.068
YHR011W	0.234	0.072
YJL026W	27.398	0.134
YLR055C	0.961	0.082
YLR015W	0.458	0.084
YHR041C	1.284	0.056
YOL122C	0.904	0.079
YKR090W	0.826	0.083
YKL189W	0.455	0.098
YLR414C	2.679	0.073
YDL235C	3.584	0.123
YCL016C	0.423	0.071
YOR358W	0.4	0.062
YBL005W	0.231	0.067
YBR294W	0.009	0.071
YDL066W	11.576	0.098
YDR480W	0.67	0.074
YNL129W	1.226	0.068
YOR027W	28.371	0.137
YLR053C	0.017	0.102
YHR014W	0.002	0.08
YML086C	4.484	0.065
YNR007C	0.531	0.075
YBR139W	2.027	0.074
YJR145C	40.45	0.972
YPL153C	0.26	0.074
YCL002C	0.341	0.078
YPL070W	0.442	0.088
YKL042W	0.943	0.078
YMR171C	0.492	0.079
YJL203W	1.208	0.067
YFR034C	2.236	0.074
YJL002C	5.804	0.097
YKR054C	0.105	0.092
YPL008W	0.121	0.089
YBL025W	0.915	0.059
YDR404C	3.6	0.067
YOR219C	0.414	0.069
YBR184W	0.086	0.065
YMR299C	0.248	0.084
YGR006W	0.461	0.062
YJL157C	1.111	0.091
YOR079C	0.954	0.057
YLR005W	0.807	0.069
YCR015C	0.379	0.058
YDL134C	1.949	0.475
YJL085W	0.531	0.085
YDR475C	0.197	0.078
YMR132C	0.452	0.097
YML116W	0.292	0.085
YFL040W	0.001	0.072
YPR060C	3.256	0.111
YGL137W	6.761	0.106
YNL249C	0.153	0.086
YNL299W	0.412	0.077
YKL134C	0.299	0.077
YBR008C	0.021	0.088
YBR251W	1.25	0.095
YJL082W	0.536	0.072
YKL032C	2.653	0.146
YLR437C	3.106	0.13
YER148W	11.132	0.086
YFL034C-A	11.628	0.24
YER147C	0.281	0.068
YGL253W	59.521	0.283
YDL191W	16.024	0.994
YDR206W	0.47	0.085
YOR187W	6.349	0.089
YOL088C	2.226	0.086
YDR500C	104.111	0.725
YKL072W	0.275	0.068
YKL065W-A	0.02	0.103
YNL335W	0.001	0.217
YLL053C	0.112	0.118
YFR013W	0.713	0.072
YLR415C	0.008	0.07
YOL013C	0.464	0.065
YDR451C	2.065	0.088
YDL028C	0.359	0.073
YCL026C-A	0.053	0.063
YJR131W	0.998	0.072
YJR022W	2.492	0.052
YER039C	0.003	0.128
YAL035W	11.689	0.141
YGL126W	0.964	0.085
YCR014C	0.005	0.083
YNL327W	5.989	0.147
YDR181C	0.307	0.078
YBR049C	2.493	0.085
YER107C	2.512	0.071
YNR014W	0.277	0.088
YCR104W	0.013	0.234
YLR214W	4.439	0.086
YER146W	24.377	0.105
YPR187W	11.223	0.128
YOR317W	4.423	0.101
YOR195W	1.006	0.093
YJR046W	0.656	0.067
YER065C	0.029	0.067
YOR134W	0.007	0.073
YLR403W	0.876	0.077
YEL027W	79.357	0.271
YIR041W	0.004	0.264
YKL023C-A	1.502	0.101
YLR197W	24.42	0.167
YGL256W	1.337	0.118
YGR203W	1.477	0.068
YOR145C	9.832	0.115
YDR119W-A	0.381	0.067
YLR074C	5.922	0.075
YLR427W	0.508	0.084
YER040W	0.398	0.07
YPL127C	7.271	0.111
YDR461W	34.23	0.136
YPL144W	1.654	0.093
YGL051W	0.006	0.779
YHR149C	0.681	0.075
YGL192W	0.032	0.074
YJL194W	1.215	0.072
YDL042C	1.136	0.085
YLR067C	0.112	0.064
YOR359W	0.911	0.098
YLR425W	0.134	0.083
YHR204W	0.298	0.084
YKR071C	4.857	0.122
YCL061C	0.478	0.088
YKL024C	8.269	0.065
YPL249C-A	393.12	0.646
YDR316W	0.311	0.081
YMR247C	0.709	0.09
YIL146C	0.111	0.08
YLR199C	1.795	0.075
YPL051W	0.727	0.076
YLR283W	0.471	0.052
YGR191W	4.119	0.099
YGR163W	1.235	0.054
YHR044C	0.16	0.495
YAL056W	0.212	0.078
YDR082W	0.035	0.068
YPR071W	0.335	0.065
YLR054C	0.023	0.064
YOR100C	0.013	0.061
YGR079W	1.595	0.083
YDR141C	0.651	0.082
YHL031C	4.634	0.1
YAL053W	1.496	0.07
YDL056W	0.445	0.082
YLR021W	1.186	0.082
YJR152W	0.004	0.076
YHR197W	1.087	0.09
YCL043C	35.559	0.152
YKL070W	0.0	0.048
YPR042C	0.673	0.084
YOR130C	0.459	0.061
YKR069W	0.107	0.08
YIL095W	0.338	0.076
YPL187W	0.028	0.126
YIL044C	2.377	0.086
YGL133W	0.293	0.082
